Category,Label,State,Score,State_Id,Year
F4_7,4.7 El derecho a la libertad de asamblea y asociación se garantiza efectivamente,Aguascalientes,0.6491611142857143,MX-AGU,2018
F4_8,4.8 Los derechos laborales se garantizan efectivamente,Aguascalientes,0.24388361041666665,MX-AGU,2018
F4_8_1,4.8.1 Los derechos laborales individuales se garantizan efectivamente,Aguascalientes,0.16525083124999998,MX-AGU,2018
F4_8_2,4.8.2 Los derechos laborales colectivos se garantizan efectivamente,Aguascalientes,0.16666666000000002,MX-AGU,2018
F4_8_3,4.8.3 La prohibición de mano de obra infantil y esclava se ejerce efectivamente,Aguascalientes,0.39973333999999994,MX-AGU,2018
F5,Factor 5: Orden y Seguridad,Aguascalientes,0.4610244765784868,MX-AGU,2018
F5_1,5.1 Ausencia de homicidos,Aguascalientes,0.6667,MX-AGU,2018
F5_2,5.2 Ausencia de crimen,Aguascalientes,0.1667,MX-AGU,2018
F5_3,5.3 Las personas se sienten seguras,Aguascalientes,0.5496734297354604,MX-AGU,2018
F5_3_1,5.3.1 Las personas se sienten seguras en el estado,Aguascalientes,0.523275490990319,MX-AGU,2018
F5_3_2,5.3.2 Las personas del estado se sienten seguros cuando realizan sus actividades cotidianas,Aguascalientes,0.5760713684806018,MX-AGU,2018
F6,Factor 6: Cumplimiento Regulatorio,Aguascalientes,0.4022029403300653,MX-AGU,2018
F6_1,6.1 La normativa y las regulaciones gubernamentales se cumplen de manera efectiva,Aguascalientes,0.3240766820833333,MX-AGU,2018
F6_1_1,6.1.1 La normatividad laboral se cumple de manera efectiva,Aguascalientes,0.161458325,MX-AGU,2018
F6_1_2,6.1.2.  La normatividad ambiental se cumple de manera efectiva,Aguascalientes,0.22222219999999998,MX-AGU,2018
F6_1_3,6.1.3.  La normatividad comercial se cumple de manera efectiva,Aguascalientes,0.4329966166666666,MX-AGU,2018
F6_1_4,6.1.4. La normatividad de salud pública se cumple de manera efectiva,Aguascalientes,0.47962958666666666,MX-AGU,2018
F6_2,6.2 Ausencia de corrupcion en la aplicacion de normas y regulaciones gubernamentales,Aguascalientes,0.42169375290032685,MX-AGU,2018
F6_2_1,6.2.1 Ausencia de corrupcion en la aplicacion de normas y regulaciones y en la tramitacion de procedimientos administrativos,Aguascalientes,0.5103875058006536,MX-AGU,2018
F6_2_2,6.2.2 Ausencia de sobornos a servidores publicos al realizar pagos o tramites,Aguascalientes,0.333,MX-AGU,2018
F6_3,6.3 Resolucion efectiva y eficiente de los procedimientos administrativos,Aguascalientes,0.5714286,MX-AGU,2018
F6_4,6.4 El debido proceso se garantiza efectivamente en los procedimientos administrativos,Aguascalientes,0.3125,MX-AGU,2018
F6_5,6.5 El gobierno estatal no expropia ilegalmente y sin otorgar una compensación adecuada,Aguascalientes,0.3813156666666666,MX-AGU,2018
F6_5_1,6.5.1 El gobierno garantiza los derechos de propiedad,Aguascalientes,0.3535353333333333,MX-AGU,2018
F6_5_2,6.5.2 El gobierno garantiza los derechos de propiedad de las personas,Aguascalientes,0.39243186666666663,MX-AGU,2018
F6_5_3,6.5.3 El gobierno garantiza los derechos de propiedad de las empresas,Aguascalientes,0.3979798,MX-AGU,2018
F7,Factor 7: Justicia Civil,Aguascalientes,0.39189112726845693,MX-AGU,2018
F7_1,7.1 Las personas conocen sus derechos y confian en las instituciones del sistema de justicia civil ,Aguascalientes,0.332998830448718,MX-AGU,2018
F7_1_1,7.1.1. Las personas conocen sus derechos,Aguascalientes,0.23434344999999998,MX-AGU,2018
F7_1_2,7.1.2 Las personas saben qué hacer o a dónde ir cuando enfrentan problemas legales o disputas,Aguascalientes,0.33330835384615387,MX-AGU,2018
F7_1_3,7.1.3. Las personas confian en las instituciones del sistema de justicia civil y se acerca a ellas cuando enfrentan problemas legales o disputas,Aguascalientes,0.4313446875,MX-AGU,2018
F7_2,7.2 Las personas tienen acceso a informacion y asesoria legal asequible y de calidad cuando enfrentan problemas legales o disputas,Aguascalientes,0.45683019999999996,MX-AGU,2018
F7_2_1,7.2.1. Las personas tienen acceso a informacion y asesoria legal asequible cuando enfrentan problemas legales o disputas,Aguascalientes,0.46088263333333335,MX-AGU,2018
F7_2_2,7.2.2 Las personas tienen acceso a informacion y asesoria legal de calidad cuando enfrentan problemas legales o disputas,Aguascalientes,0.45277776666666664,MX-AGU,2018
F7_3,7.3 Las personas pueden resolver sus problemas legales facilmente y sin altos costos ni procesos burocraticos,Aguascalientes,0.29960117592592594,MX-AGU,2018
F7_3_1,7.3.1 Las personas pueden resolver sus problemas legales sin altos costos,Aguascalientes,0.2264069333333333,MX-AGU,2018
F7_3_2,7.3.1 Las personas pueden resolver sus problemas legales facilmente y sin procesos burocraticos,Aguascalientes,0.37279541851851855,MX-AGU,2018
F7_4,"7.4 El sistema de justicia civil es imparcial, independiente y libre de corrupcion",Aguascalientes,0.5510655591593752,MX-AGU,2018
F7_4_1,7.4.1 El sistema de justicia civil esta libre de discriminacion,Aguascalientes,0.5350198416666666,MX-AGU,2018
F7_4_2,7.4.2 El sistema de justicia civil esta libre de corrupcion,Aguascalientes,0.585565010811459,MX-AGU,2018
F7_4_3,7.4.3.El sistema de justicia civil es independiente y libre de influencias indebidas de poderes políticos o economicos,Aguascalientes,0.5326118249999999,MX-AGU,2018
F7_5,7.5 El sistema de justicia civil garantiza un proceso de calidad,Aguascalientes,0.43195345625000003,MX-AGU,2018
F7_6,7.6 El sistema de justicia civil es expedito,Aguascalientes,0.3085104272727273,MX-AGU,2018
F7_7,7.7 Las resoluciones de los tribunales civiles y administrativos se ejecutan efectivamente,Aguascalientes,0.3326643090909091,MX-AGU,2018
F7_8,"7.8 Los mecanismos alternativos de solucion de controversias son accesibles, imparciales y expeditos ",Aguascalientes,0.42150506000000004,MX-AGU,2018
F8,Factor 8: Justicia penal,Aguascalientes,0.4327615283780224,MX-AGU,2018
F8_1,8.1 La policia y el MP investigan los delitos de manera eficaz,Aguascalientes,0.23526645295639126,MX-AGU,2018
F8_1_1,8.1.1. La policia y el MP investigan los delitos de manera eficaz,Aguascalientes,0.3714565350000001,MX-AGU,2018
F8_1_2,8.1.2. Los delitos se resuelven eficazmente,Aguascalientes,0.09907637091278246,MX-AGU,2018
F8_2,8.2 Los sistemas de procuracion y de impartición de justicia son expeditos y eficaces,Aguascalientes,0.3694383125,MX-AGU,2018
F8_2_1,8.2.1. Los sistemas de procuracion y de imparticion de justicia son expeditos,Aguascalientes,0.38400415,MX-AGU,2018
F8_2_2,8.2.2. Los sistemas de procuración y de impartición de justicia son eficaces,Aguascalientes,0.35487247499999997,MX-AGU,2018
F8_3,8.3 Los derechos de las víctimas se garantizan efectivamente,Aguascalientes,0.46117573967501674,MX-AGU,2018
F8_4,8.4 El debido proceso legal de los acusados se garantiza efectivamente,Aguascalientes,0.4920443605691368,MX-AGU,2018
F8_4_1,8.4.1. El derecho a la presuncion de inocencia se garantiza efectivamente,Aguascalientes,0.49089920833333334,MX-AGU,2018
F8_4_2,8.4.2. El principio de igualdad en el proceso penal y de ausencia de discriminacion se garantizan efectivamente,Aguascalientes,0.33838381818181823,MX-AGU,2018
F8_4_3,8.4.3. Los derechos de los imputados se garantizan efectivamente,Aguascalientes,0.5605111047619048,MX-AGU,2018
F8_4_4,8.4.4. El derecho a una defensa adecuada se garantiza efectivamente,Aguascalientes,0.4613530833333333,MX-AGU,2018
F8_4_5,8.4.5. El derecho a un juicio publico ante un juez competente e imparcial se garantiza efectivamente,Aguascalientes,0.6090745882352941,MX-AGU,2018
F8_5,"8.5 El sistema de justicia penal es imparcial, independiente y esta libre de corrupcion",Aguascalientes,0.483472721234256,MX-AGU,2018
F8_5_1,8.5.1. El sistema de procuración de justicia es independiente y esta libre de corrupcion,Aguascalientes,0.47454238340902083,MX-AGU,2018
F8_5_2,8.5.2. El sistema de imparticion de justicia es independiente y esta libre de corrupcion,Aguascalientes,0.49240305905949117,MX-AGU,2018
F8_6,8.6 El sistema penitenciario garantiza la seguridad y el respeto a los derechos de las personas privadas de la libertad,Aguascalientes,0.5551715833333333,MX-AGU,2018
F8_6_1,"8.6.1. El sistema penitenciario cuenta con una gestión adecuada, condiciones gobernabilidad y ausencia de corrupción ",Aguascalientes,0.534495825,MX-AGU,2018
F8_6_2,8.6.2. El sistema penitenciario garantiza los derechos de las personas privadas de la libertad y la reinserción,Aguascalientes,0.5758473416666666,MX-AGU,2018
F_T,Puntaje Total,Baja California,0.425724344680994,MX-BCN,2018
F1,Factor 1: Límites al poder gubernamental,Baja California,0.4568214061487854,MX-BCN,2018
F1_1,1.1 El poder legislativo local es un contrapeso eficaz del gobierno estatal,Baja California,0.4639455666666666,MX-BCN,2018
F1_2,1.2 El poder judicial es un contrapeso eficaz del gobierno estatal,Baja California,0.5935463263157894,MX-BCN,2018
F1_3,1.3 Los organismos de fiscalización y control son un contrapeso eficaz del gobierno estatal,Baja California,0.3067538,MX-BCN,2018
F1_3_1,1.3.1 La Auditoría Superior es un contrapeso eficaz,Baja California,0.3333333,MX-BCN,2018
F1_3_2,1.3.2 La Comisión de Derechos Humanos es un contrapeso eficaz,Baja California,0.2777778,MX-BCN,2018
F1_3_3,1.3.3 La Contraloría es un contrapeso eficaz,Baja California,0.3091503,MX-BCN,2018
F1_4,1.4 Los funcionarios del gobierno estatal son sancionados cuando abusan de sus funciones o no cumplen la normatividad,Baja California,0.3434166230769231,MX-BCN,2018
F1_5,"1.5 La sociedad civil, los partidos politicos y la prensa son un contrapeso eficaz del gobierno estatal",Baja California,0.5324574583333334,MX-BCN,2018
F1_5_1,1.5.1 La sociedad civil y los ciudadanos son un contrapeso eficaz del gobierno estatal,Baja California,0.5163353916666666,MX-BCN,2018
F1_5_2,1.5.2 La prensa es un contrapeso eficaz del gobierno estatal,Baja California,0.5177716833333333,MX-BCN,2018
F1_5_3,1.5.3 Los partidos políticos son como contrapeso eficaz del gobierno estatal,Baja California,0.5632653,MX-BCN,2018
F1_6,"1.6 Las elecciones son libres, limpias y trasnparentes",Baja California,0.5008086625,MX-BCN,2018
F2,Factor 2: Ausencia de corrupción,Baja California,0.41143746158821093,MX-BCN,2018
F2_1,2.1 Los funcionarios del poder ejecutivo estatal no incurren en actos de corrupción,Baja California,0.399673804355483,MX-BCN,2018
F2_1_1,2.1.1 Los funcionarios del gobierno estatal o municipal no se enriquecen ilicitamente ni incurren en actos de corrupcion en licitaciones y compras publicas (corrupcion a gran escala),Baja California,0.3908646061111111,MX-BCN,2018
F2_1_2,2.1.2 Los funcionarios del gobierno estatal o municipal no solicitan sobornos ni incurren en actos de corrupcion en el ejercicio de sus funciones (corrupcion pequeña),Baja California,0.5725767869553378,MX-BCN,2018
F2_1_3,2.1.3 Las personas perciben que los funcionarios del gobierno estatal o municipal no incurren en actos de corrupcion.,Baja California,0.23558002,MX-BCN,2018
F2_2,2.2 Los funcionarios del poder judicial no abusan de sus funciones para obtener beneficios privados,Baja California,0.5393178191983338,MX-BCN,2018
F2_2_1,"2.2.1.Ausencia de sobornos en la tramitacion de casos y procedimientos judiciales, en el otorgamiento de plazas, o para favorecer a alguna de las partes",Baja California,0.5863365205357143,MX-BCN,2018
F2_2_2,"2.2.2.Ausencia de influencia indebida de poderes políticos o economicos, o del crimen organizado, para favorecer a alguna de las partes",Baja California,0.5832616559999999,MX-BCN,2018
F2_2_3,2.2.3 Las personas perciben que los funcionarios del poder judicial del estado no incurren en actos de corrupcion.,Baja California,0.44835528105928696,MX-BCN,2018
F2_3,2.3 Los funcionarios de los sistemas de seguridad y de procuracion de justicia no abusan de sus funciones para obtener beneficios privados,Baja California,0.41726582279902696,MX-BCN,2018
F2_3_1,2.3.1.Ausencia de sobornos,Baja California,0.5631507375,MX-BCN,2018
F2_3_2,"2.3.2.Ausencia de influencia indebida de poderes políticos o economicos, o del crimen organizado",Baja California,0.36496793250000004,MX-BCN,2018
F2_3_3,2.3.3 Las personas perciben que los funcionarios de los sistemas de seguridad y de procuracion de justicia no incurren en actos de corrupcion.,Baja California,0.3236787983970809,MX-BCN,2018
F2_4,2.4 Los funcionarios del poder legislativo no abusan de sus funciones para obtener beneficios privados,Baja California,0.28949240000000004,MX-BCN,2018
F3,Factor 3: Gobierno Abierto,Baja California,0.408322022675916,MX-BCN,2018
F3_1,3.1 Los ciudadanos participan activamente en la toma de decisiones,Baja California,0.3032901284319383,MX-BCN,2018
F3_2,3.2 El derecho a la informacion publica se garantiza efectivamente,Baja California,0.5133539169198937,MX-BCN,2018
F4,Factor 4: Derechos fundamentales,Baja California,0.5147766459424982,MX-BCN,2018
F4_1,4.1 Trato igualitario y ausencia de discriminación,Baja California,0.49988400571428576,MX-BCN,2018
F4_1_1,4.1.1 Ausencia de discriminación por nivel socioeconómico,Baja California,0.40967907,MX-BCN,2018
F4_1_2,4.1.2 Ausencia de discriminación por genero,Baja California,0.4747007690476191,MX-BCN,2018
F4_1_3,4.1.3 Ausencia de discriminación por identidad indigena,Baja California,0.36820233214285714,MX-BCN,2018
F4_1_4,4.1.4 Ausencia de discriminación por credo,Baja California,0.67186612,MX-BCN,2018
F4_1_5,4.1.5 Ausencia de discriminación por condicion migratoria,Baja California,0.43750002499999996,MX-BCN,2018
F4_1_6,4.1.6 Ausencia de discriminación por orientacion sexual,Baja California,0.531290775,MX-BCN,2018
F4_1_7,4.1.7 Ausencia de discriminación por discapacidad fisica,Baja California,0.6597512000000001,MX-BCN,2018
F4_1_8,4.1.8 Ausencia de discriminación por discapacidad intelectual,Baja California,0.550000025,MX-BCN,2018
F4_1_9,4.1.9 Ausencia de discriminación por nivel educativo,Baja California,0.43679408,MX-BCN,2018
F4_1_10,4.1.10 Ausencia de discriminación por color de piel,Baja California,0.5334334,MX-BCN,2018
F4_1_11,4.1.11 Ausencia de discriminación sistemica,Baja California,0.4255062666666666,MX-BCN,2018
F4_2,4.2 El derecho a la vida y a la seguridad de las personas se respeta efectivamente ,Baja California,,MX-BCN,2018
F4_3,4.3 El debido proceso legal de los acusados se garantiza efectivamente,Baja California,0.4877458063197097,MX-BCN,2018
F4_3_1,4.3.1. El derecho a la presuncion de inocencia se garantiza efectivamente,Baja California,0.4920816375,MX-BCN,2018
F4_3_2,4.3.2. El principio de igualdad en el proceso penal y de ausencia de discriminacion se garantizan efectivamente,Baja California,0.3032245636363637,MX-BCN,2018
F4_3_3,4.3.3. Los derechos de los imputados se garantizan efectivamente,Baja California,0.5280984142857142,MX-BCN,2018
F4_3_4,4.3.4. El derecho a una defensa adecuada se garantiza efectivamente,Baja California,0.504030375,MX-BCN,2018
F4_3_5,4.3.5. El derecho a un juicio publico ante un juez competente e imparcial se garantiza efectivamente,Baja California,0.6112940411764706,MX-BCN,2018
F4_4,4.4 El derecho a la libertad de opinion y expresión se garantiza efectivamente,Baja California,0.5324574583333334,MX-BCN,2018
F4_4_1,4.4.1 Ciudadanos y organizaciones de la sociedad civil,Baja California,0.5163353916666666,MX-BCN,2018
F4_4_2,4.4.2 Prensa,Baja California,0.5177716833333333,MX-BCN,2018
F4_4_3,4.4.3 Partidos políticos,Baja California,0.5632653,MX-BCN,2018
F4_5,4.5 El derecho a la libertad religiosa y de culto se garantiza efectivamente,Baja California,0.7530863999999999,MX-BCN,2018
F4_6,4.6 El derecho a la privacidad se garantiza efectivamente,Baja California,0.33333335,MX-BCN,2018
F4_7,4.7 El derecho a la libertad de asamblea y asociación se garantiza efectivamente,Baja California,0.5926566142857143,MX-BCN,2018
F4_8,4.8 Los derechos laborales se garantizan efectivamente,Baja California,0.40427288694444447,MX-BCN,2018
F4_8_1,4.8.1 Los derechos laborales individuales se garantizan efectivamente,Baja California,0.3940377208333333,MX-BCN,2018
F4_8_2,4.8.2 Los derechos laborales colectivos se garantizan efectivamente,Baja California,0.33333332000000004,MX-BCN,2018
F4_8_3,4.8.3 La prohibición de mano de obra infantil y esclava se ejerce efectivamente,Baja California,0.48544761999999997,MX-BCN,2018
F5,Factor 5: Orden y Seguridad,Baja California,0.246652544609171,MX-BCN,2018
F5_1,5.1 Ausencia de homicidos,Baja California,0.0833,MX-BCN,2018
F5_2,5.2 Ausencia de crimen,Baja California,0.1667,MX-BCN,2018
F5_3,5.3 Las personas se sienten seguras,Baja California,0.489957633827513,MX-BCN,2018
F5_3_1,5.3.1 Las personas se sienten seguras en el estado,Baja California,0.41923478704201367,MX-BCN,2018
F5_3_2,5.3.2 Las personas del estado se sienten seguros cuando realizan sus actividades cotidianas,Baja California,0.5606804806130123,MX-BCN,2018
F6,Factor 6: Cumplimiento Regulatorio,Baja California,0.4858162512949346,MX-BCN,2018
F6_1,6.1 La normativa y las regulaciones gubernamentales se cumplen de manera efectiva,Baja California,0.42986550270833335,MX-BCN,2018
F6_1_1,6.1.1 La normatividad laboral se cumple de manera efectiva,Baja California,0.48511903750000007,MX-BCN,2018
F6_1_2,6.1.2.  La normatividad ambiental se cumple de manera efectiva,Baja California,0.3222222,MX-BCN,2018
F6_1_3,6.1.3.  La normatividad comercial se cumple de manera efectiva,Baja California,0.48388976666666667,MX-BCN,2018
F6_1_4,6.1.4. La normatividad de salud pública se cumple de manera efectiva,Baja California,0.42823100666666664,MX-BCN,2018
F6_2,6.2 Ausencia de corrupcion en la aplicacion de normas y regulaciones gubernamentales,Baja California,0.5877929304330065,MX-BCN,2018
F6_2_1,6.2.1 Ausencia de corrupcion en la aplicacion de normas y regulaciones y en la tramitacion de procedimientos administrativos,Baja California,0.509085860866013,MX-BCN,2018
F6_2_2,6.2.2 Ausencia de sobornos a servidores publicos al realizar pagos o tramites,Baja California,0.6665,MX-BCN,2018
F6_3,6.3 Resolucion efectiva y eficiente de los procedimientos administrativos,Baja California,0.43272727999999994,MX-BCN,2018
F6_4,6.4 El debido proceso se garantiza efectivamente en los procedimientos administrativos,Baja California,0.542328,MX-BCN,2018
F6_5,6.5 El gobierno estatal no expropia ilegalmente y sin otorgar una compensación adecuada,Baja California,0.43636754333333333,MX-BCN,2018
F6_5_1,6.5.1 El gobierno garantiza los derechos de propiedad,Baja California,0.44888886666666666,MX-BCN,2018
F6_5_2,6.5.2 El gobierno garantiza los derechos de propiedad de las personas,Baja California,0.4107466833333333,MX-BCN,2018
F6_5_3,6.5.3 El gobierno garantiza los derechos de propiedad de las empresas,Baja California,0.44946707999999996,MX-BCN,2018
F7,Factor 7: Justicia Civil,Baja California,0.4638040770417039,MX-BCN,2018
F7_1,7.1 Las personas conocen sus derechos y confian en las instituciones del sistema de justicia civil ,Baja California,0.40137520886752137,MX-BCN,2018
F7_1_1,7.1.1. Las personas conocen sus derechos,Baja California,0.34502473333333333,MX-BCN,2018
F7_1_2,7.1.2 Las personas saben qué hacer o a dónde ir cuando enfrentan problemas legales o disputas,Baja California,0.37694813076923084,MX-BCN,2018
F7_1_3,7.1.3. Las personas confian en las instituciones del sistema de justicia civil y se acerca a ellas cuando enfrentan problemas legales o disputas,Baja California,0.4821527625,MX-BCN,2018
F7_2,7.2 Las personas tienen acceso a informacion y asesoria legal asequible y de calidad cuando enfrentan problemas legales o disputas,Baja California,0.5206672444444445,MX-BCN,2018
F7_2_1,7.2.1. Las personas tienen acceso a informacion y asesoria legal asequible cuando enfrentan problemas legales o disputas,Baja California,0.47898080000000004,MX-BCN,2018
F7_2_2,7.2.2 Las personas tienen acceso a informacion y asesoria legal de calidad cuando enfrentan problemas legales o disputas,Baja California,0.5623536888888889,MX-BCN,2018
F7_3,7.3 Las personas pueden resolver sus problemas legales facilmente y sin altos costos ni procesos burocraticos,Baja California,0.3870212731481481,MX-BCN,2018
F7_3_1,7.3.1 Las personas pueden resolver sus problemas legales sin altos costos,Baja California,0.32616401666666667,MX-BCN,2018
F7_3_2,7.3.1 Las personas pueden resolver sus problemas legales facilmente y sin procesos burocraticos,Baja California,0.44787852962962954,MX-BCN,2018
F7_4,"7.4 El sistema de justicia civil es imparcial, independiente y libre de corrupcion",Baja California,0.565741144759881,MX-BCN,2018
F7_4_1,7.4.1 El sistema de justicia civil esta libre de discriminacion,Baja California,0.5153851833333333,MX-BCN,2018
F7_4_2,7.4.2 El sistema de justicia civil esta libre de corrupcion,Baja California,0.56056305719631,MX-BCN,2018
F7_4_3,7.4.3.El sistema de justicia civil es independiente y libre de influencias indebidas de poderes políticos o economicos,Baja California,0.62127519375,MX-BCN,2018
F7_5,7.5 El sistema de justicia civil garantiza un proceso de calidad,Baja California,0.52388841875,MX-BCN,2018
F7_6,7.6 El sistema de justicia civil es expedito,Baja California,0.3440476727272727,MX-BCN,2018
